Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,VT,2023,12,Female,18,Right-Handed,160,25,120,1,Car,5,0.393,41,Dancing,700,900,600,600,1000,1000,25,Left foot,7.2,7,Index finger,,Spring,Yes,No,Fruit,Water,Science,5,9,4,Yes - broadband connection,Text messaging,55,49,3,0,15,2,0,0,5,5,30,20,2,4,A lot,Graduate degree,Country,Invisibility,Rich,Relative,Health
USA,WA,2023,11,Male,17,Right-Handed,177.8,27.94,190.5,2,Car,10,0.31,49,Swimming,267,289,684,310,1000,1000,27.94,Same length,80,70,Ring finger,December,Winter,No,No,Pizza/Pasta,Water,Physical education,8-Jul,9-Aug,4,Yes - other,Text messaging,300,500,42,10,0,5,14,8,2,250,10,0,0,3,Some,High school,Rap/Hip hop,Fly,Rich,Relative,"Arts, culture, sports"
USA,CA,2023,12,Female,17,Right-Handed,62,23,140,1,Car,2,0.413,42,Baseball/Softball,1000,1000,1000,999,950,1000,23,Same length,57,70,Ring finger,April,Summer,Yes,No,Pizza/Pasta,Water,English,10,10,3,Yes - broadband connection,In person,15,19,20,5,5,2,17,0,8,15,20,5,8,10,Some,Graduate degree,Country,Telepathy,Happy,Relative,Health
USA,NY,2023,10,Female,15,Right-Handed,,,,2,Rail (Train/Tram/Subway),45,0.6,75,Walking/Hiking,800,750,650,700,500,750,,,,,,November,Spring,Yes,No,Fruit,Water,English,8,9,4,Yes - broadband connection,In person,2,25,15,2,4,3,5,1,6,6,7,5,2,8,Some,Graduate degree,Pop,Freeze time,Happy,Friend,"Arts, culture, sports"
USA,AL,2023,12,Female,18,Right-Handed,167,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,GA,2023,12,Male,16,Right-Handed,178,25,177,1,Car,4,0.388,33,Basketball,1000,759,449,481,679,1000,25,Same length,70,70,Same length,April,Fall,No,No,Meat,Water,History,7,10,5,Yes - broadband connection,Text messaging,100,125,12,1,3,9,13,18,1,7,24,5,20,1,Some,Undergraduate degree,Rap/Hip hop,Fly,Rich,Relative,Health
USA,NC,2023,10,Female,16,Right-Handed,173,26,170,1,Car,22,0.453,45,Basketball,350,300,600,350,150,250,26,Same length,80,80,Same length,March,Spring,No,No,Pizza/Pasta,Water,History,8,10,4,Yes - other,Internet chat or instant messaging,20,15,30,10,20,25,15,0,20,15,65,8,0,10,Some,Graduate degree,Punk rock,Freeze time,Rich,Relative,International aid
USA,GA,2023,12,Female,16,Left-Handed,160,22,161,1,Car,12,0.329,32,Soccer,663,476,797,797,973,968,22,Same length,70,60,Same length,May,Fall,No,No,Poultry,Water,Science,6,9,3,Yes - other,Text messaging,100,120,20,6,10,6,2,7,8,3,7,4,0,2,A lot,Undergraduate degree,Pop,Telepathy,Rich,Actor,Health
USA,AK,2023,12,Female,17,Right-Handed,160,228,158,2,Walk,15,0.728,54,Running/Jogging,70,70,50,50,10,70,223,Right foot,88,89,Ring finger,November,Summer,No,Yes,Pizza/Pasta,Water,Art,5,9,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",28,29,11,2,9,1,5,0,7,1,7,3,0,1,Some,Graduate degree,Pop,Telepathy,Rich,Relative,"Wildlife, animals"
USA,WA,2023,11,Female,16,Right-Handed,158,24,158,1,Car,25,0.486,42,Walking/Hiking,0,0,0,0,0,700,24,Same length,9,10,Ring finger,August,Summer,Yes,No,Meat,Water,Art,8,7,12,Yes - other,Text messaging,195,150,24,0.5,0,10,2,0.25,1,4,3,0,28,1,Some,High school,Pop,Invisibility,Happy,Friend,International aid
USA,PA,2023,11,Male,16,,5 '10,10,178.3,1,Bus,30,0.423,41,Basketball,674,631,503,503,775,1000,10,Same length,8,10,Ring finger,October,Summer,Yes,No,Pizza/Pasta,Water,Physical education,7,9,3,Yes - broadband connection,Text messaging,30,40,10,1,2,5,22,10,20,5,5,15,8,2,Very little,Graduate degree,Rap/Hip hop,Telepathy,Happy,Sports person,Health
USA,GA,2023,9,Male,17,Right-Handed,160,22,178,1,Car,20,0.435,55,Walking/Hiking,642,390,615,856,652,647,22,Same length,60,70,Ring finger,February,Fall,Yes,No,Pizza/Pasta,Water,History,7,12,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",0,3,5,0,5,5,0,5,20,20,20,15,0,0,Some,Graduate degree,Rock and roll,Super strength,Happy,Teacher,Health
USA,NJ,2023,12,Male,18,Right-Handed,187,29.2,190.5,1,Car,15,0.312,37,Football (American),492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2023,10,Male,15,Right-Handed,179,27.94,178,1,Car,5 min,0.32,73,Baseball/Softball,16,64,262,337,578,1000,27.94,Same length,90,90,Same length,February,Summer,No,No,Rice/Noodle dishes,Water,Physical education,7,10,5,Yes - dial-up connection,Internet chat or instant messaging,"1,900",2000,14,5,2,14,15,15,14,2,13,5,27,5,Very little,High school,Rap/Hip hop,Super strength,Rich,Relative,Health
USA,AL,2023,12,Female,17,Right-Handed,170,23,170,1,Car,6,0.357,35,Other,578,952,1000,1000,439,1000,23,Same length,85,80,Index finger,July,Summer,Yes,No,Fruit,Water,Mathematics and statistics,8,6,4,Yes - broadband connection,Text messaging,300,300,10,10,1,3,0,3,10,10,10,3,20,2,None,Graduate degree,Country,Invisibility,Happy,Doctor or nurse,Health
USA,NC,2023,11,Female,17,Right-Handed,160,22,152,1,Car,12,0.325,45,Other,700,500,500,500,300,400,22,Same length,100,50,Index finger,March,Summer,Yes,No,Rice/Noodle dishes,Water,English,9,7,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",28,37,70,50,10,50,10,0,120,70,120,28,15,10,Some,Graduate degree,Pop,Telepathy,Rich,Relative,International aid
USA,NC,2023,11,Male,15,Right-Handed,178,25,185,1,Car,15,0.298,32,Tennis,250,200,300,350,600,600,25,Same length,80,80,Same length,April,Summer,Yes,No,Meat,Water,Mathematics and statistics,8,9,4,,Cell phone,30,30,10,15,5,10,5,8,10,5,9,7,0,4,Very little,Graduate degree,Country,Invisibility,Happy,Religious figure,Religious
USA,WA,2023,11,Male,16,Left-Handed,170,24,170,1,Car,5,0.981,76,Other,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2023,11,Male,16,Right-Handed,172,24,172,1,Walk,25,0.351,38,Baseball/Softball,668,615,283,396,422,321,26,Left foot,7.5,8.5,Ring finger,May,Winter,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Computers and technology,5.5,9,4,Yes - broadband connection,Internet chat or instant messaging,10,190,30,1,3,4,1,30,5,1,30,10,0,5,Some,High school,Rap/Hip hop,Freeze time,Rich,Business person,Education/Youth development
USA,MI,2023,12,Male,17,Right-Handed,193,,,1,Car,7,0.282,47,Basketball,100,100,100,100,900,100,,,,,Ring finger,June,Summer,No,No,Meat,Sports drink,Physical education,6,13,4,Yes - broadband connection,In person,50,50,20,0,0,4,20,5,30,1,30,3,0,2,Very little,Graduate degree,Pop,Invisibility,Rich,Musician or singer,"Wildlife, animals"
USA,CO,2023,12,Female,18,Right-Handed,175,29,169,1,Car,5,0.366,28,Bowling,850,900,850,750,275,500,29,Same length,69,79,Ring finger,January,Fall,No,No,Rice/Noodle dishes,Tea,English,6,9,4,Yes - broadband connection,Internet chat or instant messaging,74,72,35,14,21,14,0,7,5,5,14,0,25,7,Some,Other,Pop,Telepathy,Rich,Other,"Wildlife, animals"
USA,WA,2023,11,Male,16,Right-Handed,173,24,164,1,Bus,30,0.371,45,Martial Arts,701,1000,813,936,1000,1000,24,Same length,70,80,Same length,February,Winter,Yes,No,Meat,Water,Mathematics and statistics,6,10,3,Yes - broadband connection,Text messaging,50,80,20,6,16,20,7,0,10,20,40,5,0,10,A lot,High school,Other,Super strength,Happy,Other,"Wildlife, animals"
USA,NC,2023,12,Female,29,Right-Handed,173,30,175,1,Car,15,0.728,55,Basketball,30,60,50,50,80,100,30,Same length,133,140,Index finger,January,Fall,Yes,No,Pizza/Pasta,Soft drink (caffeinated),Mathematics and statistics,6,8,2,Yes - broadband connection,Text messaging,50,50,5,5,10,10,10,5,20,20,60,50,50,30,A lot,Undergraduate degree,Country,Fly,Healthy,Relative,Religious
USA,NJ,2023,12,Male,17,Ambidextrous,177,27,171,2,Car,5,0.286,56,Cycling,815,1000,1000,800,200,650,27,Same length,110,90,Ring finger,August,Fall,Yes,No,Breads/Sandwiches,Water,History,7,9,4,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,50,10,7,10,5,12,8,5,7,30,4,3,3,Some,Graduate degree,Rock and roll,Freeze time,Happy,Relative,Environment
USA,VA,2023,12,Male,17,Left-Handed,176.7,26.67,152,1,Walk,20,0.542,41,Basketball,750,300,150,250,400,900,320,Same length,130,120,Index finger,May,Winter,Yes,No,Poultry,Tea,Physical education,5,8,3,Yes - broadband connection,Text messaging,670,750,6,12,0.5,6,15,10,20,4,3,8,24,3,None,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,Health
USA,AZ,2023,12,Female,24,Right-Handed,170.2,23.1,170.3,1,Car,25,0.372,39,Swimming,583,358,770,193,668,1000,23.8,Left foot,95,110,Ring finger,June,Spring,No,No,Soups,Water,Mathematics and statistics,8,9,2,,,,,,,,,,,,,,,,,,,,,,,
USA,VA,2023,12,Female,17,Right-Handed,167,16,167,1,Car,25,0.336,34,Gymnastics,1000,900,850,950,700,750,,Same length,,,,March,Summer,No,No,Soups,Water,History,,,,,Text messaging,,,,,,,,,,,,,,,Some,Graduate degree,Pop,Invisibility,Happy,Other,Health
USA,ID,2023,12,Female,25,Right-Handed,166,24,166,1,Car,4,0.39,49,Walking/Hiking,1000,1000,750,750,600,600,24,Same length,89,85,Index finger,November,Fall,No,No,Seafood,Water,Languages,8,8,2,Yes - other,Text messaging,14,12,8,4,15,15,0,0,14,4,60,12,20,7,A lot,Some college,Pop,Fly,Healthy,Relative,International aid
USA,IN,2023,11,Male,16,Right-Handed,182,29,96,1,Bus,10,0.281,35,Table Tennis,300,0,700,500,1000,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2023,12,Female,17,Right-Handed,58,21,158,1,Car,7,0.657,52,Gymnastics,1000,600,900,800,400,700,21,Same length,7,5 1/2,Index finger,April,Summer,No,No,Fruit,Water,History,7,7,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",150,300,18,5,4,3,15,1,16,4,2,8,15,3,Some,Undergraduate degree,Pop,Telepathy,Healthy,Coach or club leader,International aid
USA,CA,2023,12,Male,17,Right-Handed,175,24,174,2,Car,8,0.289,57,Basketball,900,750,999,750,230,980,24,Same length,23,23,Same length,October,Fall,No,No,Breads/Sandwiches,Water,Computers and technology,7,8,4,Yes - other,Text messaging,15,7,2,,,,,,,,,,,,,,,,,,
USA,AL,2023,12,Male,18,Right-Handed,100,10,64,2,Bus,7,0.295,40,Athletics,0,0,10,0,0,100,`12,Same length,4,4,Ring finger,April,Summer,No,No,Other,Water,English,6,10,4,Yes - other,Cell phone,60,55,3,7,1,1,0,3,1,1,1,32,0,1,A lot,High school,Other,Invisibility,Happy,Other,"Arts, culture, sports"
USA,NC,2023,11,Male,18,Right-Handed,185,30,185,1,Car,10,0.246,47,Tennis,650,750,550,700,900,900,29,Right foot,74,81,Ring finger,February,Spring,No,No,Poultry,Water,Physical education,8,10,3,Yes - broadband connection,Internet chat or instant messaging,20,20,20,12,1,5,10,10,20,20,20,0,8,2,Very little,Undergraduate degree,Rap/Hip hop,Telepathy,Happy,Other,Health
USA,WA,2023,11,Female,17,Right-Handed,170.1,30.48,170.1,1,Bus,45,0.403,56,Baseball/Softball,775,503,513,535,155,519,30.48,Same length,30,30,Same length,December,Winter,No,No,Meat,Soft drink (caffeinated),Other,9,12,4,Yes - other,Internet chat or instant messaging,10,15,5,1,6,0,0,0,4,1,7,2,0,10,A lot,Undergraduate degree,Other,Invisibility,Rich,Musician or singer,Education/Youth development
USA,GA,2023,9,Male,16,Right-Handed,165,26,150,2,Car,20,0.31,60,Football (American),1000,1000,1000,1000,600,750,26,Same length,66,66,Same length,October,Fall,Yes,No,Meat,Energy drink,History,6 1/2,9,4,Yes - other,In person,6,7,30,1,0,5,2,11,10,1,1,16,10,4,Some,Graduate degree,Rock and roll,Fly,Happy,Religious figure,Religious
USA,VT,2023,12,Female,15,Right-Handed,5´.5,24.5,64,1,Bus,30,0.428,50,Other,770,176,380,353,0,1000,24,Right foot,63,63,Same length,June,Fall,No,No,No favorite,Coffee,Other,6.5,12,4,Yes - other,Text messaging,a lot,a lot,idk,10,0,afew ,10ish,0,a lot,18,idk,idk,10.5,0.5,Some,High school,Other,Telepathy,Healthy,Friend,"Wildlife, animals"
USA,SC,2023,11,Female,19,Left-Handed,172,24,174,2,Car,10,0.679,67,Soccer,1000,1000,1000,1000,500,1000,24,Same length,63,63,Same length,February,Summer,No,No,Fruit,Water,English,6,6,2,Yes - other,Internet chat or instant messaging,10,10,6,3,10,4,1,0,50,7,10,5,40,10,Some,Less than high school,Other,Fly,Rich,Relative,International aid
USA,NC,2023,12,Male,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,SC,2023,11,Male,16,Right-Handed,180.3,28.6,35,1,Car,35,0.33,48,Running/Jogging,1000,979,1000,959,1000,1000,28.6,Same length,7.8,8.1,Ring finger,December,Fall,No,No,Pizza/Pasta,Juice,Science,7,8,3,Yes - other,Text messaging,2,1,0,1,7,3,6,2,7,2,13,3,0,0,Some,Undergraduate degree,Pop,Fly,Happy,Relative,Health
USA,GA,2023,12,Female,18,Right-Handed,148i,23,Q,1a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2023,12,Female,18,Right-Handed,150,21,139,4,Car,15,0.697,32,Dancing,900,800,900,700,800,1000,21,Same length,67,69,Ring finger,December,Summer,Yes,No,Rice/Noodle dishes,Water,History,6,10,3,Yes - broadband connection,Text messaging,40,100,4,4,6,5,3,2,3,1,5,6,5,2,Very little,Graduate degree,Rhythm and blues (R&B),Super strength,Happy,Religious figure,Education/Youth development
USA,CA,2023,9,Female,14,Right-Handed,157,23,163,2,Car,15,0.345,29,Athletics,700,700,850,600,350,700,23,Same length,700,700,Same length,June,Fall,No,No,Rice/Noodle dishes,Water,History,5,11,6,Yes - broadband connection,Internet chat or instant messaging,250,400,20,15,14,8,5,2,30,4,60,0,0,4,A lot,Graduate degree,Rap/Hip hop,Freeze time,Rich,Friend,Health
USA,VA,2023,12,Female,17,Right-Handed,162.5,22,150,2,Car,20,0.4,41,Swimming,50,150,400,500,900,950,22,Same length,7,7,Same length,August,Summer,No,No,Poultry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,PA,2023,12,Female,18,Right-Handed,169,24,168,1,Car,10,0.66,38,Walking/Hiking,950,750,700,800,950,1000,23,Right foot,7,8,Ring finger,November,Spring,No,No,Pizza/Pasta,Water,Art,6,10,3,Yes - broadband connection,In person,50,50,20,1,5,0.5,2,5,8,5,10,0,0,4,Some,Undergraduate degree,Rock and roll,Super strength,Happy,Friend,Environment
USA,VA,2023,12,Male,17,Right-Handed,175,27,178,1,Car,10,0.372,38,Hockey (Ice),500,700,700,600,900,1000,27,Same length,69,70,Ring finger,February,Summer,No,No,Poultry,Water,Mathematics and statistics,6,11,6,Yes - broadband connection,In person,100,100,20,10,5,20,20,10,30,10,10,5,0,10,A lot,Graduate degree,Rap/Hip hop,Fly,Happy,Sports person,Environment
USA,ID,2023,12,Female,20,Right-Handed,160,3,3,4,Car,10,3,2,Athletics,0,0,1000,1000,1000,1000,36,Right foot,,,Same length,March,Spring,No,No,Seafood,,Physical education,6,7,6,Yes - other,Internet chat or instant messaging,6,12,2,1,12,4,8,0,8,6,0,0,0,0,A lot,Other,Pop,Telepathy,Rich,Doctor or nurse,Health
USA,CA,2023,12,Male,18,Right-Handed,429,24,152,2,Walk,10,0.842,83,Running/Jogging,1000,900,950,800,750,400,27,Left foot,75,90,Ring finger,October,Fall,Yes,No,Pizza/Pasta,Water,Science,6,10,4,Yes - other,Internet chat or instant messaging,5,5,10,2.5,15,0,10,0,5,5,25,2,0,0,Some,Undergraduate degree,Rock and roll,Invisibility,Happy,Actor,"Wildlife, animals"
USA,WA,2023,11,Female,15,Right-Handed,173,28,70,1,Car,5,,,None,,,,,,,28,Same length,90,80,Index finger,May,Summer,Yes,No,Other,Other,Other,8,14,5,Yes - other,Text messaging,,,5,1,0,20,5,10,20,10,0,5,0,5,A lot,Other,Other,Telepathy,Happy,Other,Other
USA,ID,2023,12,Male,21,Right-Handed,175,25,176,1,Car,2,0.311,41,Basketball,50,30,20,40,999,950,26,Left foot,64,67,Ring finger,April,Summer,No,No,Pizza/Pasta,Water,Science,8,10,2,Yes - broadband connection,Cell phone,25,25,5,1,20,24,4,0,5,1,18,18,10,3,Some,Graduate degree,Country,Super strength,Happy,Relative,Religious
USA,TX,2023,12,Male,18,Right-Handed,175,24,172,1,Car,12,0.431,56,Martial Arts,800,600,500,300,300,500,24,Same length,90,80,Index finger,September,Winter,No,No,Pizza/Pasta,Water,English,6,4,3,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",50,100,10,10,0,4,8,4,20,20,30,0,20,0,Very little,Undergraduate degree,Jazz,Telepathy,Happy,Musician or singer,"Arts, culture, sports"
USA,NY,2023,12,Male,18,Right-Handed,,,,2,Bus,30,0.551,51,Swimming,605,529,866,642,182,872,,Same length,,,,February,Fall,Yes,No,Other,Milk,Other,8-Jun,10-Aug,6,No internet connection,Text messaging,8,,8,2,9,10,,1,1,3,4,1,0,5,A lot,Graduate degree,Other,Telepathy,Healthy,Relative,Religious
USA,SC,2023,11,Female,17,Right-Handed,160,10,29,2,Walk,1,0.34,32,Running/Jogging,529,412,722,727,545,150,10,Same length,35,40,Ring finger,June,Summer,Yes,No,Meat,Tea,English,5,4,4,Yes - broadband connection,Text messaging,a lot,a lot,24,10,0,5,24,0,10,24,40,10,5,5,Some,Other,Country,Fly,Healthy,Doctor or nurse,Health
USA,TX,2023,12,Female,17,Right-Handed,167,23,165,2,Car,25,0.725,36,Other,850,540,471,658,471,503,23,Same length,9,8,Index finger,July,Winter,Yes,No,Rice/Noodle dishes,Water,English,8,10,9,Yes - broadband connection,Text messaging,50,60,14,14,14,14,14,14,14,14,14,14,14,14,A lot,High school,Other,Fly,Happy,Friend,"Arts, culture, sports"
USA,CA,2023,12,Male,17,Left-Handed,197,28,200,2,Car,10,0.39,45,Martial Arts,467,734,854,329,931,996,28,Same length,75,80,Ring finger,August,Fall,Yes,No,Meat,Other,History,8,4,4,Yes - other,"Myspace, Facebook, other social networking sites, or blog",15,30,35,2,5,20,15,17,5,5,10,8,17,5,Very little,Graduate degree,Reggae,Freeze time,Rich,Sports person,Health
USA,WA,2023,11,Male,17,Right-Handed,5'11',31cm,176cm,1,Car,10,0.381,46,Swimming,,,,,,,71,Same length,2cm,11,Same length,November,Fall,Yes,No,Meat,Water,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2023,11,Male,17,Right-Handed,5'8,25.4,175,1,Car,20,0.416,44,Other,500,600,300,600,100,400,25.2,Right foot,7,7,Same length,December,Summer,Yes,No,Fruit,Water,Geography,8,10,4,Yes - other,In person,6,6,10,1,0,3,24,0,1,1,0,5,0,0,Very little,Some college,Rap/Hip hop,Fly,Healthy,Religious figure,Religious
USA,MI,2023,12,Male,15,Right-Handed,130,27,151,1,Car,17,0.304,32,Soccer,500,750,300,500,1000,1000,27,Same length,51,48,Index finger,July,Winter,No,No,Poultry,Water,Physical education,7,6,8,Yes - broadband connection,Text messaging,15,17,10,1,6,6,2,30,6,2,60,3,0,7,Some,Graduate degree,Rhythm and blues (R&B),Freeze time,Rich,Politician,Health
USA,SC,2023,12,Female,16,Right-Handed,172.7,9,7,1,Car,25,0.897,51,None,27,503,647,209,1000,1000,7,Same length,5,4,,April,Summer,No,No,Rice/Noodle dishes,Water,Other,7,10,2,Yes - other,Text messaging,100+,100,10,20,0,5,0,2,50,20,100,0,30,0,Some,High school,Rap/Hip hop,,Rich,Musician or singer,Education/Youth development
USA,GA,2023,12,Female,18,Right-Handed,165.1,24.6,140,1,Car,20,0.349,54,Walking/Hiking,500,750,250,250,800,1000,24.6,Same length,82,73,Index finger,October,Winter,No,Yes,Fruit,Water,Mathematics and statistics,8,10,3,Yes - broadband connection,Text messaging,350,375,40,5,3,10,10,0,30,10,20,30,0,2,Very little,Graduate degree,Pop,Telepathy,Famous,Relative,Health
USA,NY,2023,12,Female,18,Right-Handed,168.9,25,175,2,Bus,20,0.458,40,Bowling,1000,850,600,900,700,800,25,Same length,70,67,Index finger,January,Summer,No,No,Salads,Water,English,6-May,12,5,Yes - other,In person,20,18,2,4,30,2,1,0.5,1,3,27,5,0,11,A lot,Graduate degree,Other,Telepathy,Healthy,Relative,International aid
USA,CA,2023,12,Male,17,Right-Handed,188,31,189,1,Car,18,0.686,58,Football (American),100,200,400,100,300,200,30,Right foot,70,71,Ring finger,June,Summer,No,No,Meat,Water,History,8,11,3,Yes - broadband connection,In person,20,25,3,2,25,5,12,8,4,4,3,8,0,4,A lot,Undergraduate degree,Rap/Hip hop,Freeze time,Happy,Sports person,Religious
USA,MA,2023,10,Female,16,Right-Handed,157,22,157,1,Car,5,0.765,51,Other,449,53,134,695,1000,1000,160,Left foot,88,88,Same length,July,Summer,No,No,Breads/Sandwiches,Energy drink,English,6,12,3,Yes - dial-up connection,Internet chat or instant messaging,70,100,15,4,7,3,0,0,20,25,10,15,20,0,A lot,Graduate degree,Country,Telepathy,Rich,Friend,Health
USA,MD,2023,11,Female,17,Right-Handed,177.8,9.5,200,2,Car,30,0.382,44,Other,100,100,0,0,1000,1000,9.5,Right foot,25.4,30,Ring finger,December,Winter,Yes,No,Seafood,Juice,English,8-Jul,5,3,Yes - broadband connection,Text messaging,15,35,2,0,1,0,5,0,2,3,9,0,0,0,Some,Graduate degree,Rhythm and blues (R&B),Telepathy,Happy,Doctor or nurse,Health
USA,TX,2023,12,Female,17,Right-Handed,160,21.5,,2,Bus,5,0.49,37,Gymnastics,1000,861,1000,818,487,658,23,Left foot,70,70,Same length,July,Winter,No,No,Rice/Noodle dishes,Milk,Science,7,8,4,Yes - other,Text messaging,100,120,3,7,4,5,2,0,4,6,3,6,9,3,A lot,Other,Rap/Hip hop,Invisibility,Healthy,Relative,Health
USA,NY,2023,9,Female,14,Right-Handed,156,24,146,2,Rail (Train/Tram/Subway),40,0.739,51,Bowling,1000,1000,700,700,1000,1000,23,Right foot,65,75,Ring finger,February,Winter,Yes,Yes,Rice/Noodle dishes,Tea,Mathematics and statistics,8,11,3,Yes - other,In person,10,70,6,0,14,6.5,3,0,0,3,30,2,0,2,Some,Graduate degree,Pop,Telepathy,Happy,Politician,International aid
USA,MD,2023,12,Male,17,Right-Handed,177.8,27.94,170.8,1,Car,15,0.339,37,Golf,412,561,556,471,513,545,26.73,Right foot,650,700,Ring finger,May,Fall,No,No,Meat,Water,History,7,8,4,Yes - broadband connection,In person,50,60,5,2,3,20,1,15,3,2,2,2,20,5,Some,Undergraduate degree,Rock and roll,Fly,Rich,Relative,Other
USA,GA,2023,12,Female,17,Right-Handed,165.1,17cm,5'7,1,Car,15,0.366,15,None,1000,1000,1000,1000,0,1000,18,Left foot,5,5,Same length,June,Summer,Yes,No,Pizza/Pasta,Water,History,5,3,3,Yes - broadband connection,Internet chat or instant messaging,"2,224","3,000",75,20,10,20,0,0,1000,1000,1000,80,0,70,A lot,Undergraduate degree,Country,Telepathy,Happy,Relative,Health
USA,AL,2023,12,Male,17,Right-Handed,190.5,30,,1,Car,7,0.0714,39,Basketball,866,299,594,523,789,1000,30,Same length,83.82,86.36,Ring finger,November,Summer,No,No,Pizza/Pasta,Water,Physical education,6,10,4,Yes - other,Cell phone,180,200,27,4,12,4,20,24,24,18,35,10,0,0,Some,Graduate degree,Rap/Hip hop,Fly,Rich,Sports person,Environment
USA,WA,2023,11,Female,17,Right-Handed,162.5,17.78,,1,Car,15,10.5,30,None,1000,1000,90,500,0,1000,17.78,Same length,8,7.5,Index finger,November,Summer,Yes,No,Fruit,Soft drink (caffeinated),Art,5,8,,Yes - other,Text messaging,12,10,20,3,2,7,0,0,7,2,10,1,20,5,A lot,Graduate degree,Punk rock,Telepathy,Happy,Friend,Environment
USA,SC,2023,11,Female,17,Right-Handed,163,24,142,1,Car,8,0.368,41,Other,824,679,663,840,513,599,25,Left foot,76,64,Index finger,December,Fall,No,No,Other,Water,English,7,9,5,Yes - other,Cell phone,57,24,20,17,14,12,2,0,28,35,55,21,0,4,A lot,Graduate degree,Other,Telepathy,Rich,Relative,Health
USA,AL,2023,12,Female,18,Left-Handed,5'6,24cm,20cm,1,Bus,15min,0.544,43,Basketball,497,48,53,904,75,979,22cm,Right foot,4.5,5,Index finger,January,Fall,Yes,No,Rice/Noodle dishes,Water,Computers and technology,7,10,6,Yes - broadband connection,"Myspace, Facebook, other social networking sites, or blog",none,16,0,3,2,7,0,0,7,6,7,1,0,4,Some,Graduate degree,Rap/Hip hop,Super strength,Healthy,Relative,International aid
USA,SC,2023,11,Male,17,Right-Handed,165,22,165,1,Car,15,0.39,40,Soccer,1000,701,840,1000,326,684,22,Same length,76,76,Same length,February,Fall,No,No,Poultry,Juice,Art,7,10,3,Yes - broadband connection,Text messaging,400,229,,3,n/a,49,7,27,30,40,40,0,0,2,Some,Some college,Other,Fly,Happy,Actor,Health
USA,AL,2023,12,Female,18,Right-Handed,162,20.32,160,1,Car,7 min,0.337,55,Gymnastics,,,,,,,20.32,Same length,50,40,Index finger,October,Summer,Yes,No,Seafood,Soft drink (caffeinated),English,6-May,8,4,Yes - broadband connection,Text messaging,50,100,35,50,1,10,125,0,10,10,10,0,12,12,Some,Graduate degree,Pop,Fly,Happy,Coach or club leader,Health
USA,PA,2023,11,Male,17,Ambidextrous,202,13,187,Engli,Boat,5 min,0.001,0.1,Baseball/Softball,,,,,,,27,Same length,15,24,Same length,February,Summer,No,No,Other,Other,Other,10,9,5,No internet connection,In person,A lot,127,10,2,3,4,5,5,6,7,8,9,76,96,None,Other,Other,Telepathy,Rich,Religious figure,Education/Youth development
USA,NC,2023,11,Female,16,Right-Handed,150,22,157,1,Car,15,0.42,35,,1000,1000,872,690,529,1000,22,Same length,7,10,Ring finger,,,No,No,Other,Water,Art,8,4,4,Yes - dial-up connection,Text messaging,800,950,20,50,7,15,7,9,10,60,74,30,0,9,A lot,Graduate degree,Rap/Hip hop,Invisibility,Happy,Relative,Health
