Year,Grade,State,Gender,Age,Height,Armspan,RightFoot,IndexFinger,TransMethod,CommuteTime,ReactionTime,MemoryTime,FavPhysAct,BirthMonth,FavSeason,FavSubj,SchoolNight,NonschoolNight,HomeOcc,PlannedEd,Superpower,RoleModel,Height_cm,Armspan_cm
2021,11,MI,Male,17,70.47,72.44,27,85,Car,8,0,29,Football (American),March,Summer,Physical education,6,8,4,Graduate degree,Super strength,Relative,179,184
2019,12,AZ,Female,16,70.47,72.83,27,80,Bus,8,1,51,Running/Jogging,August,Winter,Mathematics and statistics,7,10,5,Graduate degree,Telepathy,Community leader or elder,179,185
2020,12,MT,Female,17,66.93,64.96,25,80,Car,8,0,40,Other,April,Summer,Science,7,9,3,Graduate degree,Telepathy,Relative,170,165
2020,12,OH,Male,18,71.97,82,28,120,Car,5,0,52,Baseball/Softball,April,Spring,Other,4,6,4,Some college,Freeze time,Relative,182.8,208.28
2019,11,WA,Male,17,69.57,60,21.59,120,Car,13,0,34,None,December,Fall,Art,8,6,9,Graduate degree,Freeze time,Relative,176.7,152.4
2022,12,AL,Male,18,72.05,70.87,27,75,Car,5,0,51,Other,January,Spring,Mathematics and statistics,9,11,4,Graduate degree,Invisibility,Relative,183,180
2019,12,PA,Female,17,61.02,61.42,23,70,Car,10,0,45,Gymnastics,December,Summer,Mathematics and statistics,5,8,4,Graduate degree,Invisibility,Business person,155,156
2021,12,SC,Male,17,61.02,47.24,27.94,63.2,Car,15,0,44,Baseball/Softball,September,Spring,History,5,8,3,Graduate degree,Super strength,Sports person,155,120
2020,12,OH,Male,18,74.02,70,27,76.2,Car,10,0,38,Football (American),October,Fall,History,7,6,5,Graduate degree,Freeze time,Sports person,188,177.8
2021,12,KS,Male,17,71.26,68.9,26.5,90,Car,5,0,40,Soccer,May,Summer,Physical education,8,11,5,Graduate degree,Super strength,Business person,181,175
2018,12,TX,Male,17,70,65,22.86,70,Car,13,0,79,Skateboarding/Rollerblading,March,Fall,English,6,8,3,Undergraduate degree,Freeze time,Relative,177.8,165.1
2018,12,ID,Female,19,66.93,53.94,23,75,Walk,10,1,37,Swimming,September,Summer,Physical education,5,10,6,Graduate degree,Fly,Religious figure,170,137
2018,12,TX,Female,17,65.75,64.96,27,70,Car,15,1,33,Athletics,March,Fall,History,5,8,4,Some college,Invisibility,Relative,167,165
2022,12,AL,Male,18,73.62,60.24,28.6,80,Car,15,1,66,Football (American),January,Fall,History,6,8,2,Graduate degree,Invisibility,Actor,187,153
2021,12,VT,Male,16,70.08,68.9,30,70,Car,5,0,25,Soccer,April,Winter,Physical education,8,10,5,High school,Super strength,Actor,178,175
2020,12,CA,Female,17,68.11,65,25,75,Walk,5,0,39,Soccer,May,Spring,Other,8,7,3,Other,Telepathy,Sports person,173,165.1
2019,11,NC,Male,16,66.93,70.87,24,80,Car,15,0,43,Golf,November,Fall,Other,8,10,3,Graduate degree,Invisibility,Sports person,170,180
2021,12,NC,Male,17,66.93,70.08,29,95,Car,4,0,39,Football (American),May,Summer,Physical education,6,7,3,Graduate degree,Freeze time,Relative,170,178
2019,10,NY,Male,15,68.9,76,20,60,Railway,30,0,42,Running/Jogging,October,Winter,Other,6,11,7,Graduate degree,Telepathy,Other,175,193.04
2020,11,MI,Male,16,70.47,75.59,28,101,Car,4,1,46,None,March,Summer,English,6,8,2,Graduate degree,Super strength,Relative,179,192
2021,11,CA,Male,17,68.9,70.47,28,83,Car,5,0,34,None,June,Winter,Music,6,6,10,Undergraduate degree,Telepathy,Relative,175,179
2019,12,OH,Female,17,63.98,59.06,24.6,75,Car,5,1,52,Soccer,August,Summer,History,4,8,2,Graduate degree,Freeze time,Relative,162.5,150
2021,11,IN,Male,17,66.93,68.11,27,70,Car,13,0,58,Athletics,December,Fall,Science,7,9,6,Graduate degree,Freeze time,Sports person,170,173
2019,9,MI,Female,14,64,67.72,26,40,Car,7,1,40,Other,May,Fall,Music,7,13,4,Graduate degree,Fly,Musician or singer,162.56,172
2021,12,NC,Male,17,66.93,63.39,29,95,Car,5,0,36,Football (American),May,Summer,Physical education,7,15,3,Graduate degree,Invisibility,Coach or club leader,170,161
2019,12,CA,Female,17,66.54,63.78,24,70,Railway,10,1,47,Walking/Hiking,September,Fall,Social studies,7.5,8,4,Other,Fly,Politician,169,162
2021,12,CA,Male,17,72.44,74.02,32,95,Car,17,1,58,Baseball/Softball,January,Summer,Mathematics and statistics,8,10,4,Some college,Fly,Sports person,184,188
2022,12,WA,Female,16,64.17,62.99,24,74,Bus,38,0,41,Dancing,July,Summer,History,7,12,4,Undergraduate degree,Invisibility,Other,163,160
2022,11,NC,Female,18,64.17,62.99,40,82,Bus,15,0,45,Dancing,August,Fall,Social studies,6,10,4,Graduate degree,Fly,Religious figure,163,160
2018,12,NJ,Female,17,62.99,66.14,23,80,Car,10,0,37,Walking/Hiking,February,Winter,Social studies,8,6,4,Graduate degree,Freeze time,Musician or singer,160,168
2020,11,IN,Male,16,67.72,61.81,24,60,Car,5,0,39,Football (American),March,Summer,Physical education,9,5,4,Other,Super strength,Relative,172,157
2021,11,CO,Male,16,68.5,67.72,22,80,Car,25,0,40,Cycling,February,Winter,Computers and technology,6,10,5,Some college,Invisibility,Relative,174,172
2018,12,NY,Male,18,71.46,74.02,26.3,102,Railway,25,0,33,Football (American),May,Summer,History,6.5,7.5,3,Graduate degree,Telepathy,Politician,181.5,188
2019,12,CA,Female,17,70.87,68.9,22.86,90,Car,15,1,51,Other,April,Summer,Mathematics and statistics,5,8,5,Graduate degree,Freeze time,Sports person,180,175
2021,12,MD,Male,17,75.98,79.92,30,80,Bus,10,0,47,Basketball,January,Spring,English,7,9.5,5,Undergraduate degree,Freeze time,Relative,193,203
2022,9,MI,Female,14,63.78,64.17,23,90,Car,50,1,38,Hockey (Field),August,Summer,Computers and technology,8,9,5,Graduate degree,Super strength,Business person,162,163
2019,12,CA,Female,16,64.96,65.75,23.5,85,Car,2,0,50,Basketball,October,Winter,Mathematics and statistics,7,10,3,Graduate degree,Telepathy,Sports person,165,167
2020,12,NH,Female,16,67.01,72.99,26.5,80,Car,8,1,40,Dancing,September,Fall,Other,8,12,2,Graduate degree,Telepathy,Relative,170.2,185.4
2019,10,NC,Male,15,70,74.02,30.48,100,Car,20,0,34,Martial Arts,February,Winter,History,5,7,7,Graduate degree,Telepathy,Religious figure,177.8,188
2018,11,VA,Male,17,70,72.99,25.5,90,Bus,30,0,59,Other,August,Summer,Physical education,8,7,4,Other,Invisibility,Relative,177.8,185.4
2019,11,MA,Female,18,61.81,61.42,21,63,Car,3,0,48,Running/Jogging,October,Winter,English,7,9,3,Graduate degree,Telepathy,Other,157,156
2018,12,PA,Female,15,60.63,60.63,21,62,Car,2,0,45,Gymnastics,November,Summer,Science,8,13,6,Graduate degree,Invisibility,Relative,154,154
2019,12,NE,Female,17,65.35,65.35,23.8,70,Car,20,1,43,Dancing,February,Fall,Art,7,10,3,Graduate degree,Fly,Other,166,166
2020,11,SC,Female,18,63.78,59.45,22,114,Car,15,0,57,Dancing,September,Summer,Art,8,10,4,Graduate degree,Telepathy,Relative,162,151
2019,11,VI,Female,15,66.54,66.93,24.7,71,Car,20,0,65,Soccer,July,Summer,Languages,7,9,2,Undergraduate degree,Invisibility,Relative,169,170
2020,11,NC,Female,17,69.29,70.08,40,77,Car,4,1,35,Soccer,December,Fall,Mathematics and statistics,7,8,5,Graduate degree,Freeze time,Relative,176,178
2020,12,CA,Male,17,61.02,64.17,26,85,Car,5,0,51,Basketball,May,Summer,History,8,10,5,Undergraduate degree,Invisibility,Sports person,155,163
2018,12,MA,Female,18,67.32,67.32,21.5,76.2,Bus,15,0,37,Other,November,Spring,English,7.5,6,5,Graduate degree,Invisibility,Community leader or elder,171,171
2019,12,CA,Male,17,64.96,67.32,25,80,Car,1,1,36,Football (American),June,Fall,Art,7,9,3,Graduate degree,Telepathy,Coach or club leader,165,171
2018,12,MA,Female,17,62.99,62.99,23.5,76.2,Car,10,0,38,Lacrosse,March,Summer,Physical education,7,10,5,Undergraduate degree,Freeze time,Relative,160,160
2019,9,MI,Female,14,57.87,63.78,21,70,Car,30,1,44,Soccer,June,Fall,English,7,9,6,Graduate degree,Telepathy,Relative,147,162
2021,12,NC,Male,16,70.87,70.08,25,80,Car,5,0,44,Rowing,September,Fall,Computers and technology,9,9,4,Graduate degree,Freeze time,Friend,180,178
2021,12,IN,Female,17,64.96,65.35,22,70,Car,8,0,44,Walking/Hiking,July,Summer,Social studies,6,9,4,Graduate degree,Fly,Musician or singer,165,166
2022,9,MI,Female,15,64.17,68.9,23.5,75,Car,20,0,47,Walking/Hiking,November,Spring,Art,8,9,3,Some college,Super strength,Actor,163,175
2020,12,NY,Female,16,66.14,63,22,68,Bus,15,1,52,Basketball,April,Spring,Physical education,8,10,4,Undergraduate degree,Telepathy,Coach or club leader,168,160.02
2018,9,CA,Female,14,59.84,61.02,26,70,Car,15,1,53,Dancing,May,Summer,History,9,10,5,Some college,Freeze time,Relative,152,155
2018,12,NC,Female,17,61.81,62.6,22,65,Walk,2,0,55,Dancing,October,Fall,Social studies,8,9.5,3,Graduate degree,Fly,Relative,157,159
2022,12,WA,Female,16,70.08,71.65,29,80,Car,12,1,30,Walking/Hiking,June,Summer,English,6,9,5,Graduate degree,Invisibility,Teacher,178,182
2021,12,IN,Female,18,63.39,64.17,21,65.7,Car,10,1,37,Skateboarding/Rollerblading,February,Fall,Art,6,12,3,Graduate degree,Super strength,Other,161,163
2019,11,NC,Male,16,68.9,55.12,23,70,Car,20,1,47,Basketball,September,Fall,Mathematics and statistics,6,8,4,Graduate degree,Invisibility,Sports person,175,140
2018,12,NH,Female,17,62.99,60.24,21,65,Car,2,0,40,Other,April,Summer,Mathematics and statistics,7.5,11,7,Graduate degree,Freeze time,Relative,160,153
2019,12,IN,Female,16,67.32,62.99,27,68,Car,16,2,20,Swimming,July,Fall,English,5,10,5,Graduate degree,Freeze time,Teacher,171,160
2020,12,IN,Female,17,65.35,59.06,23,75,Bus,10,0,38,Dancing,August,Fall,Art,12,15,5,Graduate degree,Freeze time,Politician,166,150
2021,12,MD,Female,17,67.01,74.02,28,75,Car,15,0,46,Swimming,June,Fall,History,6,10,4,Graduate degree,Telepathy,Coach or club leader,170.2,188
2020,12,WA,Female,17,68.11,66.14,22,68,Car,10,0,47,Skateboarding/Rollerblading,January,Winter,English,8,11,2,Graduate degree,Telepathy,Musician or singer,173,168
2021,12,CA,Male,17,60,68.9,27,100,Car,15,2,46,Soccer,January,Winter,Science,7,9,3,High school,Telepathy,Sports person,152.4,175
2018,12,CA,Female,17,70.08,62.2,23,75,Car,8,0,39,Baseball/Softball,June,Winter,Physical education,7,11,4,Graduate degree,Telepathy,Actor,178,158
2019,11,WA,Male,16,67.32,59.06,28.98,76,Car,5,0,36,None,March,Winter,Computers and technology,6,11,9,Some college,Freeze time,Musician or singer,171,150
2018,11,OK,Female,17,64.96,62.6,25,81,Car,7,1,36,Dancing,December,Winter,Mathematics and statistics,7,6,3,Graduate degree,Invisibility,Relative,165,159
2018,12,CA,Female,17,63.58,66.26,23,69,Car,5,0,36,Baseball/Softball,November,Winter,Art,6,9,3,Graduate degree,Freeze time,Relative,161.5,168.3
2021,12,NJ,Male,17,70.98,65,25,80,Car,10,0,49,None,May,Fall,Social studies,6,9,6,Undergraduate degree,Freeze time,Musician or singer,180.3,165.1
2019,12,NY,Male,17,66.14,72.44,27,70,Railway,90,1,47,Soccer,May,Fall,Physical education,5,10,4,Graduate degree,Fly,Musician or singer,168,184
2019,11,CA,Female,16,57.87,43.31,30,40,Railway,90,1,43,Soccer,November,Winter,Physical education,6,8,6,Other,Telepathy,Sports person,147,110
2022,9,MI,Female,15,62.2,63.78,19,70,Car,15,0,53,Gymnastics,January,Summer,English,6,8,7,Graduate degree,Telepathy,Actor,158,162
2021,9,MI,Female,14,60,61.02,20,80,Car,25,0,48,Basketball,November,Winter,English,5,6,5,Graduate degree,Telepathy,Musician or singer,152.4,155
2018,11,IN,Male,16,72.05,72.44,45,62,Car,20,1,64,Bowling,April,Winter,History,6,5,5,Graduate degree,Freeze time,Politician,183,184
2019,9,GA,Female,14,65.75,66.14,22,90,Car,20,0,49,Other,August,Fall,Languages,9,10,6,Graduate degree,Telepathy,Friend,167,168
2018,12,KS,Female,17,63.78,62.99,24,74,Car,20,0,32,Table Tennis,November,Fall,Physical education,5,10,4,Graduate degree,Freeze time,Relative,162,160
2019,11,IN,Male,16,75.59,72.83,28,80,Car,10,0,36,Basketball,December,Summer,Physical education,8,10,7,Graduate degree,Fly,Sports person,192,185
2019,12,WA,Male,17,62.2,84,25.4,127,Walk,18,0,33,Football (American),June,Spring,English,5,7,4,Some college,Freeze time,Musician or singer,158,213.36
2021,11,WA,Female,16,60.98,69,24.1,75,Car,18,1,46,None,February,Spring,English,6,9,5,High school,Telepathy,Teacher,154.9,175.26
2018,12,NH,Male,18,74.02,74.8,30,88,Car,6,0,45,Basketball,November,Summer,Mathematics and statistics,6,10,4,Other,Freeze time,Business person,188,190
2019,12,OH,Male,16,71.65,74.41,27,75,Car,5,1,41,Swimming,June,Summer,Mathematics and statistics,8,10,6,Graduate degree,Freeze time,Relative,182,189
2022,12,NY,Male,16,71.26,71.26,26,85,Car,10,0,40,Football (American),May,Summer,Physical education,7,10,3,Some college,Freeze time,Other,181,181
2020,11,SC,Male,17,68.11,76,28,89,Car,30,0,52,Dancing,May,Fall,Other,9,7,3,Graduate degree,Invisibility,Other,173,193.04
2018,12,NC,Male,17,69.69,70.08,25,91,Walk,5,0,40,Swimming,April,Winter,Mathematics and statistics,6,9,4,Graduate degree,Freeze time,Coach or club leader,177,178
2021,12,CA,Female,16,62.8,62.99,23,75,Car,15,0,38,Soccer,November,Winter,History,7,9,5,Graduate degree,Telepathy,Musician or singer,159.5,160
2020,12,CA,Female,17,60,47.4,17.78,100,Car,30,1,47,Basketball,May,Summer,English,9,9,4,Other,Telepathy,Religious figure,152.4,120.4
2019,9,GA,Male,14,70.47,71.65,25,90,Car,20,0,80,Football (American),March,Winter,Physical education,7,9,4,Some college,Invisibility,Sports person,179,182
2022,11,SC,Male,17,70.87,66.93,27,70,Car,10,0,34,Baseball/Softball,December,Spring,Geography,7,4,5,High school,Freeze time,Relative,180,170
2020,12,MD,Male,17,71.97,74.02,26.5,100,Bus,23,0,48,Lacrosse,March,Summer,Mathematics and statistics,8,9,3,Graduate degree,Invisibility,Relative,182.8,188
2019,12,OH,Male,17,75.98,76.77,31,75,Car,9,0,47,Basketball,June,Fall,History,6,8,5,Graduate degree,Telepathy,Sports person,193,195
2018,12,NH,Male,18,76.81,73.62,30.5,90,Car,12,0,42,Basketball,November,Summer,Science,7,12,3,Some college,Freeze time,Sports person,195.1,187
2019,11,IN,Male,16,62.99,65.35,23,71,Bus,25,0,38,Baseball/Softball,November,Summer,Computers and technology,8,6,3,Some college,Telepathy,Sports person,160,166
2021,11,MD,Male,16,69.09,69.69,29.2,80,Bus,25,0,47,Basketball,April,Summer,Science,5.5,9,4,Graduate degree,Telepathy,Relative,175.5,177
2018,11,SC,Male,16,66.14,64.57,24,90,Car,15,0,65,Walking/Hiking,October,Spring,Geography,7,9,5,Graduate degree,Invisibility,Relative,168,164
2019,12,CA,Female,17,68.11,66.14,26,80,Car,25,0,34,Dancing,September,Fall,Science,5.5,9,4,Graduate degree,Freeze time,Coach or club leader,173,168
2021,12,CA,Female,17,64.57,59.84,22,75,Car,15,0,59,Swimming,February,Winter,Art,8,9,5,Graduate degree,Fly,Relative,164,152
2020,11,NC,Female,17,64.96,58.66,22,66,Car,7,0,39,Soccer,January,Fall,Science,6,11,4,Graduate degree,Telepathy,Relative,165,149
2021,12,FL,Male,18,67.32,66.93,27,100,Car,40,0,37,Football (American),January,Fall,History,5,8,4,Some college,Fly,Musician or singer,171,170
2018,11,SC,Male,16,77.01,75,31,80,Car,1,1,51,Basketball,June,Summer,Mathematics and statistics,7,10,4,Less than high school,Telepathy,Sports person,195.6,190.5
2021,12,CA,Male,17,65.47,64.57,22.86,70,Bus,30,0,32,Other,August,Fall,Computers and technology,6,8,5,Graduate degree,Super strength,Relative,166.3,164
2018,12,OK,Male,17,70.87,67.72,28,80,Car,10,1,60,Soccer,December,Winter,Computers and technology,7,9,6,Graduate degree,Freeze time,Friend,180,172
2021,12,IN,Female,17,65.75,68.11,26,80,Bus,15,1,40,Dancing,January,Fall,Art,7,10,3,Undergraduate degree,Freeze time,Musician or singer,167,173
2018,12,CA,Female,16,62.6,63.78,24.9,80,Car,4,0,46,Soccer,November,Fall,Social studies,6,8,5,Graduate degree,Fly,Relative,159,162
2021,11,TX,Female,17,67.17,66.54,30,75,Car,5,1,45,Other,December,Fall,History,6,5,10,Graduate degree,Telepathy,Friend,170.6,169
2020,9,MI,Female,14,62.6,64,23,64,Car,25,1,39,Other,August,Summer,History,6,9,3,Other,Fly,Relative,159,162.56
2021,10,IN,Male,15,62.6,60.63,24,80,Bus,12,0,36,Running/Jogging,December,Winter,Music,6,8,2,Some college,Telepathy,Relative,159,154
2019,12,CA,Female,16,66.14,61.02,23,86,Car,10,0,35,Other,September,Summer,English,7,9,2,Graduate degree,Fly,Teacher,168,155
2018,12,NY,Female,17,64.57,64.17,25,95,Car,20,0,42,Bowling,January,Winter,Mathematics and statistics,7,7,4,Some college,Telepathy,Relative,164,163
2019,12,WA,Female,17,60,60.04,24.5,70,Car,30,1,53,None,March,Summer,History,8,10,7,Some college,Invisibility,Business person,152.4,152.5
2018,11,NC,Female,15,62.2,57.48,23,78,Car,4,1,55,None,February,Fall,Mathematics and statistics,7,10,4,Some college,Telepathy,Relative,158,146
2020,12,MD,Male,18,72.05,68.9,26,86,Bus,20,0,32,Martial Arts,February,Winter,Mathematics and statistics,4,7,4,Graduate degree,Invisibility,Relative,183,175
2019,11,NC,Male,16,66.93,65.35,24,84,Bus,10,1,40,Other,September,Summer,Music,6,10,4,Graduate degree,Telepathy,Musician or singer,170,166
2021,12,CA,Male,17,70.08,70.08,25,80,Car,10,1,55,Baseball/Softball,December,Fall,Physical education,7,9,3,Graduate degree,Freeze time,Musician or singer,178,178
2018,11,OK,Female,16,60.51,57.99,20,70,Car,10,1,63,Baseball/Softball,December,Winter,Mathematics and statistics,8,11,5,Other,Telepathy,Actor,153.7,147.3
2018,11,GA,Male,16,66.93,69.69,28,90,Car,8,1,58,Football (American),April,Spring,Mathematics and statistics,7,11,4,Graduate degree,Telepathy,Sports person,170,177
2018,12,KS,Male,17,71.26,69.29,26,90,Car,5,0,43,Tennis,September,Summer,Mathematics and statistics,7,8,4,Graduate degree,Telepathy,Relative,181,176
2019,12,CA,Female,17,62.6,61.02,21,63,Car,7,0,32,Walking/Hiking,December,Fall,Science,6,7,4,Graduate degree,Freeze time,Relative,159,155
2019,11,MN,Male,17,74.8,74.02,26.7,95.25,Car,15,0,40,Other,May,Fall,Other,6,6,4,Graduate degree,Super strength,Relative,190,188
2021,12,OH,Female,18,61.02,59.45,23,90,Car,7,0,45,Tennis,December,Summer,Mathematics and statistics,8,10,4,Undergraduate degree,Telepathy,Sports person,155,151
2018,9,NE,Female,14,60,62,22.5,70,Car,5,0,66,Soccer,August,Fall,Mathematics and statistics,7,8,8,Graduate degree,Freeze time,Sports person,152.4,157.48
2018,10,NC,Female,17,67,62.6,24,80,Car,5,0,40,Bowling,October,Fall,Physical education,10,12,3,Undergraduate degree,Telepathy,Relative,170.18,159
2020,12,MA,Female,18,67.72,67.72,23,75,Car,3,0,43,Running/Jogging,February,Summer,English,8,8,4,Undergraduate degree,Fly,Friend,172,172
2021,12,IN,Female,17,65.75,60.63,22,70,Car,10,0,38,Dancing,February,Spring,Science,7,8,4,Graduate degree,Invisibility,Relative,167,154
2022,11,NJ,Male,18,63.58,64,23,60,Bus,25,0,50,Baseball/Softball,January,Winter,Other,6,10,6,Less than high school,Invisibility,Relative,161.5,162.56
2018,12,CT,Male,19,70.08,67.72,24,126,Walk,5,0,63,Martial Arts,April,Summer,Social studies,7,10,3,Graduate degree,Freeze time,Business person,178,172
2020,12,IN,Male,17,75,77,29,100,Car,3,1,43,Other,March,Spring,Physical education,6,9,6,Graduate degree,Fly,Other,190.5,195.58
2018,12,CA,Male,17,70.08,69.29,20,89,Car,11,0,45,Swimming,July,Summer,Science,5,8,4,Graduate degree,Fly,Relative,178,176
2021,12,OH,Female,17,62.6,62.2,23,75,Car,4,1,43,Other,July,Fall,Mathematics and statistics,6,6,5,Graduate degree,Telepathy,Relative,159,158
2018,10,KY,Male,16,70.87,73.23,27,75,Bus,40,0,35,Basketball,December,Winter,Mathematics and statistics,7,9,5,Graduate degree,Freeze time,Relative,180,186
2021,12,MA,Female,17,65.35,64.57,24,75,Car,5,0,35,None,February,Fall,Art,7,9,3,Graduate degree,Telepathy,Teacher,166,164
2019,10,TX,Female,14,61.97,61.97,37,63.5,Bus,30,1,45,Dancing,December,Spring,English,8,10,3,Graduate degree,Telepathy,Actor,157.4,157.4
2022,9,MI,Female,14,62.6,62.99,23,73,Car,11,1,64,Lacrosse,August,Fall,Science,8,9,4,Undergraduate degree,Telepathy,Relative,159,160
2021,11,NY,Male,16,68.11,70.47,23,75,Railway,90,0,62,Football (American),April,Summer,Physical education,5,12,6,Graduate degree,Freeze time,Religious figure,173,179
2021,11,MA,Male,16,68.5,71.65,32,64,Bus,15,0,51,Other,January,Summer,English,6,9,3,Graduate degree,Freeze time,Musician or singer,174,182
2019,11,WA,Female,16,65.55,62.99,24,80,Bus,20,1,47,Basketball,May,Fall,Art,6,10,4,Other,Telepathy,Relative,166.5,160
2021,11,SC,Male,18,75,76.2,29.2,114.3,Car,5,0,48,Swimming,September,Summer,Art,7,9,4,Some college,Telepathy,Actor,190.5,193.548
2019,11,NC,Male,17,70.87,67.72,30,95,Car,20,0,40,Other,May,Fall,Mathematics and statistics,8,6,3,Graduate degree,Telepathy,Business person,180,172
2022,11,SC,Male,17,68.9,67.32,26,81,Car,13,0,39,None,August,Fall,Computers and technology,6.5,8,3,Graduate degree,Freeze time,Other,175,171
2020,12,PA,Female,16,67,62.99,25,81,Bus,12,0,50,None,January,Fall,Mathematics and statistics,8,9,5,Undergraduate degree,Invisibility,Musician or singer,170.18,160
2019,12,FL,Male,17,63.39,64.17,22,90,Car,30,1,43,Soccer,May,Summer,Physical education,7,12,3,Graduate degree,Fly,Sports person,161,163
2019,10,NY,Female,15,63.78,61.42,23,74,Railway,40,1,65,Walking/Hiking,August,Spring,English,8,10,4,Graduate degree,Telepathy,Relative,162,156
2022,9,MI,Female,14,63.39,58.66,24,66,Car,20,0,36,Baseball/Softball,June,Summer,History,5,10,4,Graduate degree,Invisibility,Relative,161,149
2020,11,CA,Male,16,67,62.99,26,80,Car,20,0,56,Baseball/Softball,June,Summer,Mathematics and statistics,8,7,4,Graduate degree,Fly,Friend,170.18,160
2018,12,NC,Female,15,68.5,69.69,24,70,Walk,4,0,37,Swimming,September,Spring,Mathematics and statistics,7,9,4,Undergraduate degree,Freeze time,Friend,174,177
2018,12,NH,Male,18,75.98,70.87,28,75,Car,10,0,41,Basketball,October,Summer,Mathematics and statistics,8,6,5,Graduate degree,Freeze time,Musician or singer,193,180
2020,12,NC,Female,16,65,65,24,100,Car,3,0,40,Swimming,August,Summer,English,8,10,6,Graduate degree,Telepathy,Relative,165.1,165.1
2020,11,CA,Female,15,60.24,66,23,80,Car,5,1,41,Martial Arts,October,Summer,Physical education,6,8,4,Some college,Freeze time,Musician or singer,153,167.64
2018,12,NJ,Female,18,65.75,62,24,70,Car,5,1,35,Other,October,Fall,English,7,10,4,Graduate degree,Freeze time,Relative,167,157.48
2019,12,TX,Female,17,65,66.93,24,80,Car,10,0,35,None,June,Summer,Science,6.5,8,5,Other,Freeze time,Doctor or nurse,165.1,170
2019,12,CA,Female,17,64.17,63.78,23,95,Car,10,0,38,Other,April,Fall,Mathematics and statistics,5,8,4,Graduate degree,Telepathy,Relative,163,162
2020,12,ID,Female,19,66.14,68.9,25,80,Walk,7,0,47,Walking/Hiking,March,Fall,Music,6,10,8,Undergraduate degree,Invisibility,Relative,168,175
2021,12,KY,Female,18,68.11,62.99,24,75,Car,40,0,36,Hockey (Field),August,Fall,Art,6,10,4,Graduate degree,Freeze time,Relative,173,160
2019,9,PA,Male,14,69.29,68.11,29,109,Railway,75,0,34,Skateboarding/Rollerblading,April,Fall,Computers and technology,6,7,4,Graduate degree,Telepathy,Relative,176,173
2021,11,PA,Male,15,71.65,72.05,28,75,Car,9,0,32,Basketball,July,Summer,Mathematics and statistics,8,10,4,Some college,Telepathy,Business person,182,183
2018,12,OH,Female,18,64.57,66.54,25,72,Car,9,0,29,Other,September,Summer,Music,7,10,4,Undergraduate degree,Freeze time,Relative,164,169
2021,12,TN,Female,17,66.5,66.93,24.6,70,Car,12,0,40,Golf,April,Spring,Mathematics and statistics,7,9,4,Graduate degree,Fly,Friend,168.9,170
2018,12,NJ,Female,17,62.99,61.81,21,59,Bus,7,0,39,Table Tennis,July,Spring,Social studies,7.5,9,3,Graduate degree,Fly,Other,160,157
2018,12,NC,Female,17,65.98,67.48,22.86,73,Car,5,1,40,Basketball,June,Winter,Science,6,6,4,Undergraduate degree,Fly,Relative,167.6,171.4
2019,12,MA,Female,17,71.26,69.69,24,70,Car,12,0,54,Walking/Hiking,May,Fall,History,7,8,6,Undergraduate degree,Freeze time,Relative,181,177
2022,9,MI,Female,14,66.93,58.27,24,67,Car,12,0,37,Running/Jogging,December,Summer,History,8,10,5,Graduate degree,Telepathy,Relative,170,148
2018,12,MA,Female,17,68.11,66.93,27,63.5,Car,18,0,38,Other,August,Fall,Science,7,9,6,Graduate degree,Invisibility,Relative,173,170
2019,12,OH,Male,17,66.93,65.75,24.13,127,Car,5,0,58,Swimming,January,Winter,History,6,14,3,Graduate degree,Invisibility,Doctor or nurse,170,167
2018,9,GA,Female,15,62.99,66.14,21.5,70,Bus,40,0,35,Soccer,December,Fall,Music,7,10,4,Graduate degree,Freeze time,Religious figure,160,168
2021,12,PA,Female,18,66.54,62.2,24,80,Car,25,0,41,Other,September,Summer,Mathematics and statistics,6,9,6,Undergraduate degree,Invisibility,Relative,169,158
2020,12,VA,Female,17,64.8,64.02,20.3,76.2,Bus,15,0,35,Walking/Hiking,August,Fall,Art,7,8,3,Graduate degree,Invisibility,Musician or singer,164.6,162.6
2018,12,AL,Male,17,69.29,70.87,27,50,Car,27,1,54,Swimming,July,Winter,Music,5,9,5,Undergraduate degree,Telepathy,Business person,176,180
2018,12,CA,Female,17,63.78,61.81,23,74,Bus,17,0,31,Tennis,June,Fall,Art,7,9,3,Undergraduate degree,Freeze time,Other,162,157
2021,12,CA,Male,18,75.2,75.2,30,100,Car,10,1,54,Basketball,November,Summer,Mathematics and statistics,6,10,3,Graduate degree,Telepathy,Sports person,191,191
2021,12,NJ,Female,17,66.54,63.39,26,70,Car,24,0,45,Soccer,June,Fall,English,8,10,5,Undergraduate degree,Telepathy,Relative,169,161
2019,12,CA,Female,17,65.75,69.29,25,70,Car,30,1,37,Dancing,January,Winter,Science,4,6,4,Graduate degree,Fly,Relative,167,176
2019,9,PA,Male,14,66.93,67.32,22,80,Bus,21,0,39,None,March,Spring,English,7,11,5,Graduate degree,Super strength,Sports person,170,171
2021,12,WA,Male,17,61.02,61.02,26,85,Car,17,0,20,Swimming,October,Winter,Languages,5,7,7,Undergraduate degree,Freeze time,Friend,155,155
2020,12,FL,Male,18,67.32,66.54,25.5,96,Walk,5,0,44,Soccer,January,Winter,Mathematics and statistics,7,10,6,Graduate degree,Freeze time,Business person,171,169
2021,12,PA,Male,17,64.96,62.2,27,80,Car,7,0,33,Swimming,August,Summer,Mathematics and statistics,6,8,5,Graduate degree,Fly,Sports person,165,158
